,YearStart,LocationAbbr,LocationDesc,Question,Data_Value,Data_Value_Alt,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,LocationID,StratificationCategory1,Stratification1
45895,2015,AZ,Arizona,Percent of adults aged 18 years and older who have obesity,34.8,34.8,554.0,,,,,"Less than $15,000",,"(34.865970280000454, -111.76381127699972)",4,Income,"Less than $15,000"
45896,2015,AZ,Arizona,Percent of adults aged 18 years and older who have obesity,28.4,28.4,7152.0,Total,,,,,,"(34.865970280000454, -111.76381127699972)",4,Total,Total
45897,2015,AZ,Arizona,Percent of adults aged 18 years and older who have obesity,,,,,,,,,Hawaiian/Pacific Islander,"(34.865970280000454, -111.76381127699972)",4,Race/Ethnicity,Hawaiian/Pacific Islander
45898,2015,AZ,Arizona,Percent of adults aged 18 years and older who have obesity,8.5,8.5,125.0,,,,,,Asian,"(34.865970280000454, -111.76381127699972)",4,Race/Ethnicity,Asian
45899,2015,AZ,Arizona,Percent of adults aged 18 years and older who have obesity,23.8,23.8,86.0,,,,,,Other,"(34.865970280000454, -111.76381127699972)",4,Race/Ethnicity,Other
45900,2015,AZ,Arizona,Percent of adults aged 18 years and older who have obesity,25.4,25.4,5287.0,,,,,,Non-Hispanic White,"(34.865970280000454, -111.76381127699972)",4,Race/Ethnicity,Non-Hispanic White
45901,2015,AZ,Arizona,Percent of adults aged 18 years and older who have obesity,27.6,27.6,84.0,,,,,,2 or more races,"(34.865970280000454, -111.76381127699972)",4,Race/Ethnicity,2 or more races
45902,2015,AZ,Arizona,Percent of adults aged 18 years and older who have obesity,31.5,31.5,190.0,,,,,,Non-Hispanic Black,"(34.865970280000454, -111.76381127699972)",4,Race/Ethnicity,Non-Hispanic Black
45903,2015,AZ,Arizona,Percent of adults aged 18 years and older who have obesity,35.9,35.9,1072.0,,,,,,Hispanic,"(34.865970280000454, -111.76381127699972)",4,Race/Ethnicity,Hispanic
45904,2015,AZ,Arizona,Percent of adults aged 18 years and older who have obesity,42.8,42.8,151.0,,,,,,American Indian/Alaska Native,"(34.865970280000454, -111.76381127699972)",4,Race/Ethnicity,American Indian/Alaska Native
45905,2015,AZ,Arizona,Percent of adults aged 18 years and older who have an overweight classification,30.2,30.2,284.0,,18 - 24,,,,,"(34.865970280000454, -111.76381127699972)",4,Age (years),18 - 24
45906,2015,AZ,Arizona,Percent of adults aged 18 years and older who have an overweight classification,35.4,35.4,515.0,,25 - 34,,,,,"(34.865970280000454, -111.76381127699972)",4,Age (years),25 - 34
45907,2015,AZ,Arizona,Percent of adults aged 18 years and older who have an overweight classification,37.0,37.0,773.0,,35 - 44,,,,,"(34.865970280000454, -111.76381127699972)",4,Age (years),35 - 44
45908,2015,AZ,Arizona,Percent of adults aged 18 years and older who have an overweight classification,38.2,38.2,3142.0,,65 or older,,,,,"(34.865970280000454, -111.76381127699972)",4,Age (years),65 or older
45909,2015,AZ,Arizona,Percent of adults aged 18 years and older who have an overweight classification,38.4,38.4,1019.0,,45 - 54,,,,,"(34.865970280000454, -111.76381127699972)",4,Age (years),45 - 54
45910,2015,AZ,Arizona,Percent of adults aged 18 years and older who have an overweight classification,40.9,40.9,1419.0,,55 - 64,,,,,"(34.865970280000454, -111.76381127699972)",4,Age (years),55 - 64
45911,2015,AZ,Arizona,Percent of adults aged 18 years and older who have an overweight classification,34.0,34.0,478.0,,,Less than high school,,,,"(34.865970280000454, -111.76381127699972)",4,Education,Less than high school
45912,2015,AZ,Arizona,Percent of adults aged 18 years and older who have an overweight classification,35.5,35.5,2181.0,,,Some college or technical school,,,,"(34.865970280000454, -111.76381127699972)",4,Education,Some college or technical school
45913,2015,AZ,Arizona,Percent of adults aged 18 years and older who have an overweight classification,38.2,38.2,2831.0,,,College graduate,,,,"(34.865970280000454, -111.76381127699972)",4,Education,College graduate
45914,2015,AZ,Arizona,Percent of adults aged 18 years and older who have an overweight classification,39.0,39.0,1639.0,,,High school graduate,,,,"(34.865970280000454, -111.76381127699972)",4,Education,High school graduate
45915,2015,AZ,Arizona,Percent of adults aged 18 years and older who have an overweight classification,32.0,32.0,4083.0,,,,Female,,,"(34.865970280000454, -111.76381127699972)",4,Gender,Female
45916,2015,AZ,Arizona,Percent of adults aged 18 years and older who have an overweight classification,41.5,41.5,3069.0,,,,Male,,,"(34.865970280000454, -111.76381127699972)",4,Gender,Male
45917,2015,AZ,Arizona,Percent of adults aged 18 years and older who have an overweight classification,30.9,30.9,554.0,,,,,"Less than $15,000",,"(34.865970280000454, -111.76381127699972)",4,Income,"Less than $15,000"
45918,2015,AZ,Arizona,Percent of adults aged 18 years and older who have an overweight classification,32.7,32.7,1340.0,,,,,Data not reported,,"(34.865970280000454, -111.76381127699972)",4,Income,Data not reported
45919,2015,AZ,Arizona,Percent of adults aged 18 years and older who have an overweight classification,35.1,35.1,916.0,,,,,"$50,000 - $74,999",,"(34.865970280000454, -111.76381127699972)",4,Income,"$50,000 - $74,999"
45920,2015,AZ,Arizona,Percent of adults aged 18 years and older who have an overweight classification,36.9,36.9,1040.0,,,,,"$15,000 - $24,999",,"(34.865970280000454, -111.76381127699972)",4,Income,"$15,000 - $24,999"
45921,2015,AZ,Arizona,Percent of adults aged 18 years and older who have an overweight classification,38.8,38.8,1761.0,,,,,"$75,000 or greater",,"(34.865970280000454, -111.76381127699972)",4,Income,"$75,000 or greater"
45922,2015,AZ,Arizona,Percent of adults aged 18 years and older who have an overweight classification,39.9,39.9,631.0,,,,,"$25,000 - $34,999",,"(34.865970280000454, -111.76381127699972)",4,Income,"$25,000 - $34,999"
45923,2015,AZ,Arizona,Percent of adults aged 18 years and older who have an overweight classification,43.1,43.1,910.0,,,,,"$35,000 - $49,999",,"(34.865970280000454, -111.76381127699972)",4,Income,"$35,000 - $49,999"
45924,2015,AZ,Arizona,Percent of adults aged 18 years and older who have an overweight classification,36.9,36.9,7152.0,Total,,,,,,"(34.865970280000454, -111.76381127699972)",4,Total,Total
45925,2015,AZ,Arizona,Percent of adults aged 18 years and older who have an overweight classification,,,,,,,,,Hawaiian/Pacific Islander,"(34.865970280000454, -111.76381127699972)",4,Race/Ethnicity,Hawaiian/Pacific Islander
45926,2015,AZ,Arizona,Percent of adults aged 18 years and older who have an overweight classification,26.8,26.8,84.0,,,,,,2 or more races,"(34.865970280000454, -111.76381127699972)",4,Race/Ethnicity,2 or more races
45927,2015,AZ,Arizona,Percent of adults aged 18 years and older who have an overweight classification,31.1,31.1,125.0,,,,,,Asian,"(34.865970280000454, -111.76381127699972)",4,Race/Ethnicity,Asian
45928,2015,AZ,Arizona,Percent of adults aged 18 years and older who have an overweight classification,34.6,34.6,190.0,,,,,,Non-Hispanic Black,"(34.865970280000454, -111.76381127699972)",4,Race/Ethnicity,Non-Hispanic Black
45929,2015,AZ,Arizona,Percent of adults aged 18 years and older who have an overweight classification,35.5,35.5,151.0,,,,,,American Indian/Alaska Native,"(34.865970280000454, -111.76381127699972)",4,Race/Ethnicity,American Indian/Alaska Native
45930,2015,AZ,Arizona,Percent of adults aged 18 years and older who have an overweight classification,37.1,37.1,5287.0,,,,,,Non-Hispanic White,"(34.865970280000454, -111.76381127699972)",4,Race/Ethnicity,Non-Hispanic White
45931,2015,AZ,Arizona,Percent of adults aged 18 years and older who have an overweight classification,38.0,38.0,1072.0,,,,,,Hispanic,"(34.865970280000454, -111.76381127699972)",4,Race/Ethnicity,Hispanic
45932,2015,AZ,Arizona,Percent of adults aged 18 years and older who have an overweight classification,43.3,43.3,86.0,,,,,,Other,"(34.865970280000454, -111.76381127699972)",4,Race/Ethnicity,Other
45933,2015,AR,Arkansas,Percent of adults aged 18 years and older who have obesity,20.7,20.7,144.0,,18 - 24,,,,,"(34.74865012400045, -92.27449074299966)",5,Age (years),18 - 24
45934,2015,AR,Arkansas,Percent of adults aged 18 years and older who have obesity,29.8,29.8,2250.0,,65 or older,,,,,"(34.74865012400045, -92.27449074299966)",5,Age (years),65 or older
45935,2015,AR,Arkansas,Percent of adults aged 18 years and older who have obesity,33.7,33.7,278.0,,25 - 34,,,,,"(34.74865012400045, -92.27449074299966)",5,Age (years),25 - 34
45936,2015,AR,Arkansas,Percent of adults aged 18 years and older who have obesity,38.8,38.8,1068.0,,55 - 64,,,,,"(34.74865012400045, -92.27449074299966)",5,Age (years),55 - 64
45937,2015,AR,Arkansas,Percent of adults aged 18 years and older who have obesity,30.9,30.9,1334.0,,,College graduate,,,,"(34.74865012400045, -92.27449074299966)",5,Education,College graduate
45938,2015,AR,Arkansas,Percent of adults aged 18 years and older who have obesity,33.6,33.6,1669.0,,,High school graduate,,,,"(34.74865012400045, -92.27449074299966)",5,Education,High school graduate
45939,2015,AR,Arkansas,Percent of adults aged 18 years and older who have obesity,36.2,36.2,524.0,,,Less than high school,,,,"(34.74865012400045, -92.27449074299966)",5,Education,Less than high school
45940,2015,AR,Arkansas,Percent of adults aged 18 years and older who have obesity,36.9,36.9,1276.0,,,Some college or technical school,,,,"(34.74865012400045, -92.27449074299966)",5,Education,Some college or technical school
45941,2015,AR,Arkansas,Percent of adults aged 18 years and older who have obesity,33.9,33.9,2974.0,,,,Female,,,"(34.74865012400045, -92.27449074299966)",5,Gender,Female
45942,2015,AR,Arkansas,Percent of adults aged 18 years and older who have obesity,35.1,35.1,1839.0,,,,Male,,,"(34.74865012400045, -92.27449074299966)",5,Gender,Male
45943,2015,AR,Arkansas,Percent of adults aged 18 years and older who have obesity,30.0,30.0,838.0,,,,,"$75,000 or greater",,"(34.74865012400045, -92.27449074299966)",5,Income,"$75,000 or greater"
45944,2015,AR,Arkansas,Percent of adults aged 18 years and older who have obesity,31.7,31.7,880.0,,,,,Data not reported,,"(34.74865012400045, -92.27449074299966)",5,Income,Data not reported
45945,2015,AR,Arkansas,Percent of adults aged 18 years and older who have obesity,32.5,32.5,515.0,,,,,"$25,000 - $34,999",,"(34.74865012400045, -92.27449074299966)",5,Income,"$25,000 - $34,999"
45946,2015,AR,Arkansas,Percent of adults aged 18 years and older who have obesity,32.6,32.6,807.0,,,,,"$15,000 - $24,999",,"(34.74865012400045, -92.27449074299966)",5,Income,"$15,000 - $24,999"
45947,2015,AR,Arkansas,Percent of adults aged 18 years and older who have obesity,36.7,36.7,563.0,,,,,"$50,000 - $74,999",,"(34.74865012400045, -92.27449074299966)",5,Income,"$50,000 - $74,999"
45948,2015,AR,Arkansas,Percent of adults aged 18 years and older who have obesity,37.3,37.3,605.0,,,,,"$35,000 - $49,999",,"(34.74865012400045, -92.27449074299966)",5,Income,"$35,000 - $49,999"
45949,2015,AR,Arkansas,Percent of adults aged 18 years and older who have obesity,43.8,43.8,605.0,,,,,"Less than $15,000",,"(34.74865012400045, -92.27449074299966)",5,Income,"Less than $15,000"
45950,2015,AR,Arkansas,Percent of adults aged 18 years and older who have obesity,34.5,34.5,4813.0,Total,,,,,,"(34.74865012400045, -92.27449074299966)",5,Total,Total
45951,2015,AR,Arkansas,Percent of adults aged 18 years and older who have obesity,,,,,,,,,Asian,"(34.74865012400045, -92.27449074299966)",5,Race/Ethnicity,Asian
45952,2015,AR,Arkansas,Percent of adults aged 18 years and older who have obesity,,,,,,,,,Hawaiian/Pacific Islander,"(34.74865012400045, -92.27449074299966)",5,Race/Ethnicity,Hawaiian/Pacific Islander
45953,2015,AR,Arkansas,Percent of adults aged 18 years and older who have obesity,,,,,,,,,Other,"(34.74865012400045, -92.27449074299966)",5,Race/Ethnicity,Other
45954,2015,AR,Arkansas,Percent of adults aged 18 years and older who have obesity,29.2,29.2,83.0,,,,,,American Indian/Alaska Native,"(34.74865012400045, -92.27449074299966)",5,Race/Ethnicity,American Indian/Alaska Native
45955,2015,AR,Arkansas,Percent of adults aged 18 years and older who have obesity,33.4,33.4,3719.0,,,,,,Non-Hispanic White,"(34.74865012400045, -92.27449074299966)",5,Race/Ethnicity,Non-Hispanic White
45956,2015,AR,Arkansas,Percent of adults aged 18 years and older who have obesity,40.4,40.4,715.0,,,,,,Non-Hispanic Black,"(34.74865012400045, -92.27449074299966)",5,Race/Ethnicity,Non-Hispanic Black
45957,2015,AR,Arkansas,Percent of adults aged 18 years and older who have obesity,42.5,42.5,88.0,,,,,,2 or more races,"(34.74865012400045, -92.27449074299966)",5,Race/Ethnicity,2 or more races
45958,2015,AR,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,27.5,27.5,144.0,,18 - 24,,,,,"(34.74865012400045, -92.27449074299966)",5,Age (years),18 - 24
45959,2015,AR,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,32.2,32.2,412.0,,35 - 44,,,,,"(34.74865012400045, -92.27449074299966)",5,Age (years),35 - 44
45960,2015,AR,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,33.4,33.4,278.0,,25 - 34,,,,,"(34.74865012400045, -92.27449074299966)",5,Age (years),25 - 34
45961,2015,AR,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,34.1,34.1,661.0,,45 - 54,,,,,"(34.74865012400045, -92.27449074299966)",5,Age (years),45 - 54
45962,2015,AR,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,39.2,39.2,1068.0,,55 - 64,,,,,"(34.74865012400045, -92.27449074299966)",5,Age (years),55 - 64
45963,2015,AR,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,40.4,40.4,2250.0,,65 or older,,,,,"(34.74865012400045, -92.27449074299966)",5,Age (years),65 or older
45964,2015,AR,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,29.7,29.7,524.0,,,Less than high school,,,,"(34.74865012400045, -92.27449074299966)",5,Education,Less than high school
45965,2015,AR,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,34.2,34.2,1276.0,,,Some college or technical school,,,,"(34.74865012400045, -92.27449074299966)",5,Education,Some college or technical school
45966,2015,AR,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,35.3,35.3,1669.0,,,High school graduate,,,,"(34.74865012400045, -92.27449074299966)",5,Education,High school graduate
45967,2015,AR,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,40.1,40.1,1334.0,,,College graduate,,,,"(34.74865012400045, -92.27449074299966)",5,Education,College graduate
45968,2015,AR,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,32.0,32.0,2974.0,,,,Female,,,"(34.74865012400045, -92.27449074299966)",5,Gender,Female
45969,2015,AR,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,38.0,38.0,1839.0,,,,Male,,,"(34.74865012400045, -92.27449074299966)",5,Gender,Male
45970,2015,AR,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,24.8,24.8,605.0,,,,,"Less than $15,000",,"(34.74865012400045, -92.27449074299966)",5,Income,"Less than $15,000"
45971,2015,AR,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,29.7,29.7,880.0,,,,,Data not reported,,"(34.74865012400045, -92.27449074299966)",5,Income,Data not reported
45972,2015,AR,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,35.1,35.1,563.0,,,,,"$50,000 - $74,999",,"(34.74865012400045, -92.27449074299966)",5,Income,"$50,000 - $74,999"
45973,2015,AR,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,35.8,35.8,807.0,,,,,"$15,000 - $24,999",,"(34.74865012400045, -92.27449074299966)",5,Income,"$15,000 - $24,999"
45974,2015,AR,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,37.8,37.8,605.0,,,,,"$35,000 - $49,999",,"(34.74865012400045, -92.27449074299966)",5,Income,"$35,000 - $49,999"
45975,2015,AR,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,39.6,39.6,515.0,,,,,"$25,000 - $34,999",,"(34.74865012400045, -92.27449074299966)",5,Income,"$25,000 - $34,999"
45976,2015,AR,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,40.7,40.7,838.0,,,,,"$75,000 or greater",,"(34.74865012400045, -92.27449074299966)",5,Income,"$75,000 or greater"
